,Date,Daily Max 8-hour CO Concentration,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,CBSA_NAME,COUNTY,SITE_LATITUDE,SITE_LONGITUDE,Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
889,07/21/2020,0.2,2,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,07/21/2020,Monroe,40,4492,2772,191114
890,07/21/2020,0.1,1,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,07/21/2020,Monroe,40,4492,2772,191114
891,07/22/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,07/22/2020,Monroe,19,4511,2471,193585
892,07/22/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,07/22/2020,Monroe,19,4511,2471,193585
893,07/23/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,07/23/2020,Monroe,26,4537,3625,197210
894,07/23/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,07/23/2020,Monroe,26,4537,3625,197210
895,07/24/2020,0.4,5,Rochester Near-Road,18,75.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,07/24/2020,Monroe,32,4569,2654,199864
896,07/24/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,07/24/2020,Monroe,32,4569,2654,199864
897,07/25/2020,0.5,6,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,07/25/2020,Monroe,22,4591,2611,202475
898,07/25/2020,0.4,5,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,07/25/2020,Monroe,22,4591,2611,202475
899,07/26/2020,0.3,3,Rochester Near-Road,17,71.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,07/26/2020,Monroe,29,4620,2887,205362
900,07/26/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,07/26/2020,Monroe,29,4620,2887,205362
901,07/29/2020,0.3,3,Rochester Near-Road,15,63.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,07/29/2020,Monroe,21,4677,2914,214978
902,07/29/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,07/29/2020,Monroe,21,4677,2914,214978
903,07/30/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,07/30/2020,Monroe,33,4710,3785,218763
904,07/30/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,07/30/2020,Monroe,33,4710,3785,218763
905,07/31/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,07/31/2020,Monroe,32,4742,2971,221734
906,07/31/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,07/31/2020,Monroe,32,4742,2971,221734
907,08/01/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/01/2020,Monroe,26,4768,2679,224413
908,08/01/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/01/2020,Monroe,26,4768,2679,224413
909,08/02/2020,0.2,2,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/02/2020,Monroe,22,4790,2384,226797
910,08/02/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/02/2020,Monroe,22,4790,2384,226797
911,08/03/2020,0.2,2,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/03/2020,Monroe,31,4821,2308,229105
912,08/03/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/03/2020,Monroe,31,4821,2308,229105
913,08/04/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/04/2020,Monroe,20,4841,3199,232304
914,08/04/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/04/2020,Monroe,20,4841,3199,232304
915,08/05/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/05/2020,Monroe,27,4868,3627,235931
916,08/05/2020,0.2,2,ROCHESTER 2,18,75.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/05/2020,Monroe,27,4868,3627,235931
917,08/06/2020,0.2,2,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/06/2020,Monroe,33,4901,3410,239341
918,08/06/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/06/2020,Monroe,33,4901,3410,239341
919,08/07/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/07/2020,Monroe,21,4922,2608,241949
920,08/07/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/07/2020,Monroe,21,4922,2608,241949
921,08/08/2020,0.4,5,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/08/2020,Monroe,34,4956,3016,244965
922,08/08/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/08/2020,Monroe,34,4956,3016,244965
923,08/09/2020,0.4,5,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/09/2020,Monroe,20,4976,2581,247546
924,08/09/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/09/2020,Monroe,20,4976,2581,247546
925,08/10/2020,0.4,5,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/10/2020,Monroe,26,5002,3833,251379
926,08/10/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/10/2020,Monroe,26,5002,3833,251379
927,08/11/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/11/2020,Monroe,33,5035,4321,255700
928,08/11/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/11/2020,Monroe,33,5035,4321,255700
929,08/12/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/12/2020,Monroe,44,5079,5806,261506
930,08/12/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/12/2020,Monroe,44,5079,5806,261506
931,08/13/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/13/2020,Monroe,43,5122,4457,265963
932,08/13/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/13/2020,Monroe,43,5122,4457,265963
933,08/14/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/14/2020,Monroe,21,5143,4144,270107
934,08/14/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/14/2020,Monroe,21,5143,4144,270107
935,08/15/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/15/2020,Monroe,22,5165,3599,273706
936,08/15/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/15/2020,Monroe,22,5165,3599,273706
937,08/16/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/16/2020,Monroe,18,5183,2882,276588
938,08/16/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/16/2020,Monroe,18,5183,2882,276588
939,08/17/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/17/2020,Monroe,30,5213,3645,280233
940,08/17/2020,0.2,2,ROCHESTER 2,18,75.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/17/2020,Monroe,30,5213,3645,280233
941,08/18/2020,0.2,2,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/18/2020,Monroe,28,5241,3503,283736
942,08/18/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/18/2020,Monroe,28,5241,3503,283736
943,08/19/2020,0.2,2,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/19/2020,Monroe,15,5256,2807,286543
944,08/19/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/19/2020,Monroe,15,5256,2807,286543
945,08/20/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/20/2020,Monroe,17,5273,4549,291092
946,08/20/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/20/2020,Monroe,17,5273,4549,291092
947,08/21/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/21/2020,Monroe,24,5297,3649,294741
948,08/21/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/21/2020,Monroe,24,5297,3649,294741
949,08/22/2020,0.4,5,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/22/2020,Monroe,20,5317,3748,298489
950,08/22/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/22/2020,Monroe,20,5317,3748,298489
951,08/23/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/23/2020,Monroe,13,5330,3752,302241
952,08/23/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/23/2020,Monroe,13,5330,3752,302241
953,08/24/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/24/2020,Monroe,18,5348,2776,305017
954,08/24/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/24/2020,Monroe,18,5348,2776,305017
955,08/25/2020,0.2,2,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/25/2020,Monroe,16,5364,3000,308017
956,08/25/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/25/2020,Monroe,16,5364,3000,308017
957,08/26/2020,0.2,2,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/26/2020,Monroe,21,5385,2660,310677
958,08/26/2020,0.2,2,ROCHESTER 2,18,75.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/26/2020,Monroe,21,5385,2660,310677
959,08/27/2020,0.4,5,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/27/2020,Monroe,13,5398,3205,313882
960,08/27/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/27/2020,Monroe,13,5398,3205,313882
961,08/28/2020,0.4,5,Rochester Near-Road,6,25.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,08/28/2020,Monroe,24,5422,3274,317156
962,08/28/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/28/2020,Monroe,24,5422,3274,317156
963,09/01/2020,0.2,2,Rochester Near-Road,3,13.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/01/2020,Monroe,6,5468,2483,327509
964,09/01/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/01/2020,Monroe,6,5468,2483,327509
965,09/02/2020,0.2,2,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/02/2020,Monroe,34,5502,3345,330854
966,09/02/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/02/2020,Monroe,34,5502,3345,330854
967,09/03/2020,0.2,2,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/03/2020,Monroe,27,5529,3118,333972
968,09/03/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/03/2020,Monroe,27,5529,3118,333972
969,09/04/2020,0.2,2,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/04/2020,Monroe,22,5551,3310,337282
970,09/04/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/04/2020,Monroe,22,5551,3310,337282
971,09/05/2020,0.2,2,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/05/2020,Monroe,21,5572,3245,340527
972,09/05/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/05/2020,Monroe,21,5572,3245,340527
973,09/06/2020,0.2,2,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/06/2020,Monroe,13,5585,2535,343062
974,09/06/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/06/2020,Monroe,13,5585,2535,343062
975,09/07/2020,0.2,2,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/07/2020,Monroe,17,5602,2068,345130
976,09/07/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/07/2020,Monroe,17,5602,2068,345130
977,09/08/2020,0.2,2,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/08/2020,Monroe,13,5615,2543,347673
978,09/08/2020,0.2,2,ROCHESTER 2,18,75.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/08/2020,Monroe,13,5615,2543,347673
979,09/09/2020,0.2,2,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/09/2020,Monroe,33,5648,2860,350533
980,09/09/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/09/2020,Monroe,33,5648,2860,350533
981,09/10/2020,0.2,2,Rochester Near-Road,18,75.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/10/2020,Monroe,28,5676,1976,352509
982,09/10/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/10/2020,Monroe,28,5676,1976,352509
983,09/11/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/11/2020,Monroe,36,5712,3722,356231
984,09/11/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/11/2020,Monroe,36,5712,3722,356231
985,09/12/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/12/2020,Monroe,15,5727,2553,358784
986,09/12/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/12/2020,Monroe,15,5727,2553,358784
987,09/13/2020,0.2,2,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/13/2020,Monroe,37,5764,3760,362544
988,09/13/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/13/2020,Monroe,37,5764,3760,362544
989,09/14/2020,0.2,2,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/14/2020,Monroe,29,5793,2933,365477
990,09/14/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/14/2020,Monroe,29,5793,2933,365477
991,09/15/2020,0.4,5,Rochester Near-Road,18,75.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/15/2020,Monroe,16,5809,2678,368155
992,09/15/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/15/2020,Monroe,16,5809,2678,368155
993,09/16/2020,0.3,3,Rochester Near-Road,18,75.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/16/2020,Monroe,30,5839,3927,372082
994,09/16/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/16/2020,Monroe,30,5839,3927,372082
995,09/17/2020,0.2,2,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/17/2020,Monroe,18,5857,3330,375412
996,09/17/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/17/2020,Monroe,18,5857,3330,375412
997,09/18/2020,0.2,2,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/18/2020,Monroe,19,5876,4380,379792
998,09/18/2020,0.2,2,ROCHESTER 2,18,75.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/18/2020,Monroe,19,5876,4380,379792
999,09/19/2020,0.2,2,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/19/2020,Monroe,18,5894,3621,383413
1000,09/19/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/19/2020,Monroe,18,5894,3621,383413
1001,09/20/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/20/2020,Monroe,17,5911,1855,385268
1002,09/20/2020,0.4,5,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/20/2020,Monroe,17,5911,1855,385268
1003,09/21/2020,0.2,2,Rochester Near-Road,14,58.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/21/2020,Monroe,14,5925,3498,388766
1004,09/21/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/21/2020,Monroe,14,5925,3498,388766
1005,09/22/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/22/2020,Monroe,15,5940,2959,391725
1006,09/22/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/22/2020,Monroe,15,5940,2959,391725
1007,09/23/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/23/2020,Monroe,30,5970,3426,395151
1008,09/23/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/23/2020,Monroe,30,5970,3426,395151
1009,09/24/2020,0.4,5,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/24/2020,Monroe,15,5985,3473,398624
1010,09/24/2020,0.4,5,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/24/2020,Monroe,15,5985,3473,398624
1011,09/25/2020,0.5,6,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/25/2020,Monroe,17,6002,4000,402624
1012,09/25/2020,0.5,6,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/25/2020,Monroe,17,6002,4000,402624
1013,09/26/2020,0.5,6,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/26/2020,Monroe,24,6026,3194,405818
1014,09/26/2020,0.5,6,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/26/2020,Monroe,24,6026,3194,405818
1015,09/27/2020,0.4,5,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/27/2020,Monroe,19,6045,2246,408064
1016,09/27/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/27/2020,Monroe,19,6045,2246,408064
1017,09/28/2020,0.4,5,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/28/2020,Monroe,29,6074,2901,410965
1018,09/28/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/28/2020,Monroe,29,6074,2901,410965
1019,09/29/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/29/2020,Monroe,11,6085,4323,415288
1020,09/29/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/29/2020,Monroe,11,6085,4323,415288
1021,09/30/2020,0.3,3,Rochester Near-Road,24,100.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,09/30/2020,Monroe,36,6121,4670,419958
1022,09/30/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,09/30/2020,Monroe,36,6121,4670,419958
1023,10/01/2020,0.2,2,Rochester Near-Road,2,8.0,"Rochester, NY",Monroe,43.1450126807403,-77.55728025993191,10/01/2020,Monroe,39,6160,3116,423074
1024,10/01/2020,0.2,2,ROCHESTER 2,2,8.0,"Rochester, NY",Monroe,43.14618,-77.54817,10/01/2020,Monroe,39,6160,3116,423074
1025,07/03/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,07/03/2020,Monroe,37,3922,4769,143138
1026,07/10/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,07/10/2020,Monroe,33,4153,2660,160630
1027,07/11/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,07/11/2020,Monroe,24,4177,2666,163296
1028,07/12/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,07/12/2020,Monroe,23,4200,2037,165333
1029,07/13/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,07/13/2020,Monroe,47,4247,3260,168593
1030,07/27/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,07/27/2020,Monroe,12,4632,3058,208420
1031,07/28/2020,0.1,1,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,07/28/2020,Monroe,24,4656,3644,212064
1032,08/29/2020,0.2,2,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/29/2020,Monroe,21,5443,3244,320400
1033,08/30/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/30/2020,Monroe,9,5452,2301,322701
1034,08/31/2020,0.3,3,ROCHESTER 2,24,100.0,"Rochester, NY",Monroe,43.14618,-77.54817,08/31/2020,Monroe,10,5462,2325,325026
1035,03/01/2020,0.4,5,CCNY,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",New York,40.819759999999995,-73.94825,03/01/2020,New York,0,0,0,0
1036,03/02/2020,0.6,7,CCNY,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",New York,40.819759999999995,-73.94825,03/02/2020,New York,0,0,0,0
1037,03/03/2020,0.5,6,CCNY,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",New York,40.819759999999995,-73.94825,03/03/2020,New York,0,0,3,3
1038,03/04/2020,0.4,5,CCNY,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",New York,40.819759999999995,-73.94825,03/04/2020,New York,1,1,4,7
1039,03/05/2020,0.3,3,CCNY,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",New York,40.819759999999995,-73.94825,03/05/2020,New York,1,2,18,25
1040,03/06/2020,0.4,5,CCNY,18,75.0,"New York-Newark-Jersey City, NY-NJ-PA",New York,40.819759999999995,-73.94825,03/06/2020,New York,3,5,14,39
1041,03/07/2020,0.2,2,CCNY,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",New York,40.819759999999995,-73.94825,03/07/2020,New York,0,5,22,61
1042,03/08/2020,0.7,8,CCNY,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",New York,40.819759999999995,-73.94825,03/08/2020,New York,0,5,24,85
1043,03/09/2020,1.1,13,CCNY,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",New York,40.819759999999995,-73.94825,03/09/2020,New York,7,12,47,132
1044,03/10/2020,0.4,5,CCNY,18,75.0,"New York-Newark-Jersey City, NY-NJ-PA",New York,40.819759999999995,-73.94825,03/10/2020,New York,12,24,78,210
1045,03/11/2020,0.4,5,CCNY,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",New York,40.819759999999995,-73.94825,03/11/2020,New York,3,27,70,280
1046,03/12/2020,0.5,6,CCNY,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",New York,40.819759999999995,-73.94825,03/12/2020,New York,18,45,186,466
1047,03/13/2020,0.3,3,CCNY,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",New York,40.819759999999995,-73.94825,03/13/2020,New York,39,84,268,734
1048,03/14/2020,0.2,2,CCNY,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",New York,40.819759999999995,-73.94825,03/14/2020,New York,28,112,193,927
1049,03/15/2020,0.2,2,CCNY,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",New York,40.819759999999995,-73.94825,03/15/2020,New York,60,172,317,1244
1050,03/16/2020,0.2,2,CCNY,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",New York,40.819759999999995,-73.94825,03/16/2020,New York,69,241,398,1642
1051,03/17/2020,0.3,3,CCNY,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",New York,40.819759999999995,-73.94825,03/17/2020,New York,161,402,598,2240
1052,03/18/2020,0.2,2,CCNY,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",New York,40.819759999999995,-73.94825,03/18/2020,New York,335,737,1074,3314
1053,03/19/2020,0.3,3,CCNY,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",New York,40.819759999999995,-73.94825,03/19/2020,New York,437,1174,1235,4549
1054,03/20/2020,0.5,6,CCNY,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",New York,40.819759999999995,-73.94825,03/20/2020,New York,370,1544,1263,5812
1055,03/21/2020,0.2,2,CCNY,24,100.0,"New York-Newark-Jersey City, NY-NJ-PA",New York,40.819759999999995,-73.94825,03/21/2020,New York,522,2066,1370,7182
