,Date,Daily Max 8-hour Ozone Concentration,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE,Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
6168,03/16/2020,0.040999999999999995,38,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,03/16/2020,Suffolk,22,85,109,464
6169,03/17/2020,0.033,31,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,03/17/2020,Suffolk,31,116,179,643
6170,03/17/2020,0.039,36,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,03/17/2020,Suffolk,31,116,179,643
6171,03/17/2020,0.034,31,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,03/17/2020,Suffolk,31,116,179,643
6172,03/18/2020,0.042,39,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,03/18/2020,Suffolk,62,178,361,1004
6173,03/18/2020,0.044000000000000004,41,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,03/18/2020,Suffolk,62,178,361,1004
6174,03/18/2020,0.043,40,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,03/18/2020,Suffolk,62,178,361,1004
6175,03/19/2020,0.032,30,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,03/19/2020,Suffolk,193,371,766,1770
6176,03/19/2020,0.037000000000000005,34,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,03/19/2020,Suffolk,193,371,766,1770
6177,03/19/2020,0.034,31,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,03/19/2020,Suffolk,193,371,766,1770
6178,03/20/2020,0.036000000000000004,33,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,03/20/2020,Suffolk,290,661,1461,3231
6179,03/20/2020,0.035,32,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,03/20/2020,Suffolk,290,661,1461,3231
6180,03/20/2020,0.034,31,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,03/20/2020,Suffolk,290,661,1461,3231
6181,03/21/2020,0.042,39,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,03/21/2020,Suffolk,373,1034,1578,4809
6182,03/21/2020,0.042,39,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,03/21/2020,Suffolk,373,1034,1578,4809
6183,03/21/2020,0.04,37,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,03/21/2020,Suffolk,373,1034,1578,4809
6184,03/22/2020,0.043,40,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,03/22/2020,Suffolk,424,1458,1153,5962
6185,03/22/2020,0.042,39,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,03/22/2020,Suffolk,424,1458,1153,5962
6186,03/22/2020,0.043,40,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,03/22/2020,Suffolk,424,1458,1153,5962
6187,03/23/2020,0.039,36,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,03/23/2020,Suffolk,422,1880,1047,7009
6188,03/23/2020,0.040999999999999995,38,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,03/23/2020,Suffolk,422,1880,1047,7009
6189,03/23/2020,0.04,37,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,03/23/2020,Suffolk,422,1880,1047,7009
6190,03/24/2020,0.042,39,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,03/24/2020,Suffolk,380,2260,854,7863
6191,03/24/2020,0.042,39,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,03/24/2020,Suffolk,380,2260,854,7863
6192,03/24/2020,0.042,39,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,03/24/2020,Suffolk,380,2260,854,7863
6193,03/25/2020,0.040999999999999995,38,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,03/25/2020,Suffolk,475,2735,1189,9052
6194,03/25/2020,0.042,39,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,03/25/2020,Suffolk,475,2735,1189,9052
6195,03/25/2020,0.040999999999999995,38,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,03/25/2020,Suffolk,475,2735,1189,9052
6196,03/26/2020,0.040999999999999995,38,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,03/26/2020,Suffolk,650,3385,1333,10385
6197,03/26/2020,0.043,40,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,03/26/2020,Suffolk,650,3385,1333,10385
6198,03/26/2020,0.040999999999999995,38,HOLTSVILLE,16,94.0,Suffolk,40.82799,-73.05754,03/26/2020,Suffolk,650,3385,1333,10385
6199,03/27/2020,0.047,44,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,03/27/2020,Suffolk,753,4138,1690,12075
6200,03/27/2020,0.047,44,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,03/27/2020,Suffolk,753,4138,1690,12075
6201,03/27/2020,0.046,43,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,03/27/2020,Suffolk,753,4138,1690,12075
6202,03/28/2020,0.044000000000000004,41,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,03/28/2020,Suffolk,885,5023,2155,14230
6203,03/28/2020,0.045,42,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,03/28/2020,Suffolk,885,5023,2155,14230
6204,03/28/2020,0.045,42,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,03/28/2020,Suffolk,885,5023,2155,14230
6205,03/29/2020,0.042,39,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,03/29/2020,Suffolk,768,5791,1598,15828
6206,03/29/2020,0.044000000000000004,41,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,03/29/2020,Suffolk,768,5791,1598,15828
6207,03/29/2020,0.043,40,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,03/29/2020,Suffolk,768,5791,1598,15828
6208,03/30/2020,0.034,31,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,03/30/2020,Suffolk,922,6713,1857,17685
6209,03/30/2020,0.04,37,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,03/30/2020,Suffolk,922,6713,1857,17685
6210,03/30/2020,0.037000000000000005,34,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,03/30/2020,Suffolk,922,6713,1857,17685
6211,03/31/2020,0.04,37,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,03/31/2020,Suffolk,892,7605,1620,19305
6212,03/31/2020,0.044000000000000004,41,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,03/31/2020,Suffolk,892,7605,1620,19305
6213,03/31/2020,0.043,40,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,03/31/2020,Suffolk,892,7605,1620,19305
6214,04/01/2020,0.046,43,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/01/2020,Suffolk,1141,8746,2148,21453
6215,04/01/2020,0.045,42,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/01/2020,Suffolk,1141,8746,2148,21453
6216,04/01/2020,0.037000000000000005,34,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/01/2020,Suffolk,1141,8746,2148,21453
6217,04/02/2020,0.042,39,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/02/2020,Suffolk,1408,10154,2575,24028
6218,04/02/2020,0.040999999999999995,38,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/02/2020,Suffolk,1408,10154,2575,24028
6219,04/02/2020,0.040999999999999995,38,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/02/2020,Suffolk,1408,10154,2575,24028
6220,04/03/2020,0.036000000000000004,33,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/03/2020,Suffolk,1216,11370,2463,26491
6221,04/03/2020,0.039,36,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/03/2020,Suffolk,1216,11370,2463,26491
6222,04/03/2020,0.037000000000000005,34,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/03/2020,Suffolk,1216,11370,2463,26491
6223,04/04/2020,0.043,40,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/04/2020,Suffolk,1035,12405,2200,28691
6224,04/04/2020,0.040999999999999995,38,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/04/2020,Suffolk,1035,12405,2200,28691
6225,04/04/2020,0.042,39,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/04/2020,Suffolk,1035,12405,2200,28691
6226,04/05/2020,0.038,35,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/05/2020,Suffolk,1082,13487,2211,30902
6227,04/05/2020,0.038,35,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/05/2020,Suffolk,1082,13487,2211,30902
6228,04/05/2020,0.039,36,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/05/2020,Suffolk,1082,13487,2211,30902
6229,04/06/2020,0.044000000000000004,41,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/06/2020,Suffolk,1030,14517,2323,33225
6230,04/06/2020,0.043,40,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/06/2020,Suffolk,1030,14517,2323,33225
6231,04/06/2020,0.043,40,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/06/2020,Suffolk,1030,14517,2323,33225
6232,04/07/2020,0.049,45,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/07/2020,Suffolk,1327,15844,3139,36364
6233,04/07/2020,0.049,45,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/07/2020,Suffolk,1327,15844,3139,36364
6234,04/07/2020,0.048,44,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/07/2020,Suffolk,1327,15844,3139,36364
6235,04/08/2020,0.042,39,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/08/2020,Suffolk,1569,17413,3889,40253
6236,04/08/2020,0.043,40,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/08/2020,Suffolk,1569,17413,3889,40253
6237,04/08/2020,0.043,40,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/08/2020,Suffolk,1569,17413,3889,40253
6238,04/09/2020,0.045,42,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/09/2020,Suffolk,1279,18692,2942,43195
6239,04/09/2020,0.046,43,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/09/2020,Suffolk,1279,18692,2942,43195
6240,04/09/2020,0.045,42,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/09/2020,Suffolk,1279,18692,2942,43195
6241,04/10/2020,0.037000000000000005,34,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/10/2020,Suffolk,1191,19883,2556,45751
6242,04/10/2020,0.037000000000000005,34,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/10/2020,Suffolk,1191,19883,2556,45751
6243,04/10/2020,0.037000000000000005,34,HOLTSVILLE,13,76.0,Suffolk,40.82799,-73.05754,04/10/2020,Suffolk,1191,19883,2556,45751
6244,04/11/2020,0.046,43,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/11/2020,Suffolk,933,20816,2215,47966
6245,04/11/2020,0.046,43,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/11/2020,Suffolk,933,20816,2215,47966
6246,04/11/2020,0.046,43,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/11/2020,Suffolk,933,20816,2215,47966
6247,04/12/2020,0.051,47,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/12/2020,Suffolk,827,21643,2164,50130
6248,04/12/2020,0.05,46,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/12/2020,Suffolk,827,21643,2164,50130
6249,04/12/2020,0.051,47,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/12/2020,Suffolk,827,21643,2164,50130
6250,04/13/2020,0.046,43,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/13/2020,Suffolk,819,22462,2246,52376
6251,04/13/2020,0.045,42,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/13/2020,Suffolk,819,22462,2246,52376
6252,04/13/2020,0.045,42,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/13/2020,Suffolk,819,22462,2246,52376
6253,04/14/2020,0.046,43,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/14/2020,Suffolk,816,23278,2135,54511
6254,04/14/2020,0.044000000000000004,41,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/14/2020,Suffolk,816,23278,2135,54511
6255,04/14/2020,0.044000000000000004,41,HOLTSVILLE,13,76.0,Suffolk,40.82799,-73.05754,04/14/2020,Suffolk,816,23278,2135,54511
6256,04/15/2020,0.046,43,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/15/2020,Suffolk,904,24182,2536,57047
6257,04/15/2020,0.046,43,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/15/2020,Suffolk,904,24182,2536,57047
6258,04/15/2020,0.046,43,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/15/2020,Suffolk,904,24182,2536,57047
6259,04/16/2020,0.043,40,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/16/2020,Suffolk,853,25035,2496,59543
6260,04/16/2020,0.043,40,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/16/2020,Suffolk,853,25035,2496,59543
6261,04/16/2020,0.04,37,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/16/2020,Suffolk,853,25035,2496,59543
6262,04/17/2020,0.046,43,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/17/2020,Suffolk,1108,26143,3385,62928
6263,04/17/2020,0.047,44,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/17/2020,Suffolk,1108,26143,3385,62928
6264,04/17/2020,0.045,42,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/17/2020,Suffolk,1108,26143,3385,62928
6265,04/18/2020,0.040999999999999995,38,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/18/2020,Suffolk,745,26888,2392,65320
6266,04/18/2020,0.044000000000000004,41,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/18/2020,Suffolk,745,26888,2392,65320
6267,04/18/2020,0.04,37,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/18/2020,Suffolk,745,26888,2392,65320
6268,04/19/2020,0.051,47,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/19/2020,Suffolk,774,27662,2278,67598
6269,04/19/2020,0.051,47,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/19/2020,Suffolk,774,27662,2278,67598
6270,04/19/2020,0.05,46,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/19/2020,Suffolk,774,27662,2278,67598
6271,04/20/2020,0.044000000000000004,41,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/20/2020,Suffolk,492,28154,1482,69080
6272,04/20/2020,0.040999999999999995,38,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/20/2020,Suffolk,492,28154,1482,69080
6273,04/20/2020,0.040999999999999995,38,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/20/2020,Suffolk,492,28154,1482,69080
6274,04/21/2020,0.042,39,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/21/2020,Suffolk,700,28854,2188,71268
6275,04/21/2020,0.044000000000000004,41,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/21/2020,Suffolk,700,28854,2188,71268
6276,04/21/2020,0.04,37,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/21/2020,Suffolk,700,28854,2188,71268
6277,04/22/2020,0.042,39,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/22/2020,Suffolk,713,29567,2428,73696
6278,04/22/2020,0.043,40,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/22/2020,Suffolk,713,29567,2428,73696
6279,04/22/2020,0.040999999999999995,38,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/22/2020,Suffolk,713,29567,2428,73696
6280,04/23/2020,0.034,31,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/23/2020,Suffolk,1039,30606,3858,77554
6281,04/23/2020,0.04,37,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/23/2020,Suffolk,1039,30606,3858,77554
6282,04/23/2020,0.037000000000000005,34,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/23/2020,Suffolk,1039,30606,3858,77554
6283,04/24/2020,0.027999999999999997,26,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/24/2020,Suffolk,762,31368,2860,80414
6284,04/24/2020,0.038,35,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/24/2020,Suffolk,762,31368,2860,80414
6285,04/24/2020,0.033,31,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/24/2020,Suffolk,762,31368,2860,80414
6286,04/25/2020,0.038,35,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/25/2020,Suffolk,691,32059,2830,83244
6287,04/25/2020,0.049,45,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/25/2020,Suffolk,691,32059,2830,83244
6288,04/25/2020,0.049,45,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/25/2020,Suffolk,691,32059,2830,83244
6289,04/26/2020,0.034,31,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/26/2020,Suffolk,411,32470,1826,85070
6290,04/26/2020,0.044000000000000004,41,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/26/2020,Suffolk,411,32470,1826,85070
6291,04/26/2020,0.043,40,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/26/2020,Suffolk,411,32470,1826,85070
6292,04/27/2020,0.03,28,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/27/2020,Suffolk,254,32724,1429,86499
6293,04/27/2020,0.039,36,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/27/2020,Suffolk,254,32724,1429,86499
6294,04/27/2020,0.038,35,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/27/2020,Suffolk,254,32724,1429,86499
6295,04/28/2020,0.035,32,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/28/2020,Suffolk,541,33265,2669,89168
6296,04/28/2020,0.045,42,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/28/2020,Suffolk,541,33265,2669,89168
6297,04/28/2020,0.045,42,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/28/2020,Suffolk,541,33265,2669,89168
6298,04/29/2020,0.035,32,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/29/2020,Suffolk,399,33664,2193,91361
6299,04/29/2020,0.044000000000000004,41,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/29/2020,Suffolk,399,33664,2193,91361
6300,04/29/2020,0.044000000000000004,41,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/29/2020,Suffolk,399,33664,2193,91361
6301,04/30/2020,0.035,32,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,04/30/2020,Suffolk,373,34037,2207,93568
6302,04/30/2020,0.046,43,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,04/30/2020,Suffolk,373,34037,2207,93568
6303,04/30/2020,0.05,46,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,04/30/2020,Suffolk,373,34037,2207,93568
6304,05/01/2020,0.047,44,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,05/01/2020,Suffolk,441,34478,2660,96228
6305,05/01/2020,0.055999999999999994,54,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,05/01/2020,Suffolk,441,34478,2660,96228
6306,05/01/2020,0.055,51,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,05/01/2020,Suffolk,441,34478,2660,96228
6307,05/02/2020,0.042,39,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,05/02/2020,Suffolk,377,34855,2521,98749
6308,05/02/2020,0.04,37,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,05/02/2020,Suffolk,377,34855,2521,98749
6309,05/02/2020,0.040999999999999995,38,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,05/02/2020,Suffolk,377,34855,2521,98749
6310,05/03/2020,0.05,46,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,05/03/2020,Suffolk,222,35077,1640,100389
6311,05/03/2020,0.05,46,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,05/03/2020,Suffolk,222,35077,1640,100389
6312,05/03/2020,0.049,45,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,05/03/2020,Suffolk,222,35077,1640,100389
6313,05/04/2020,0.045,42,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,05/04/2020,Suffolk,198,35275,1586,101975
6314,05/04/2020,0.046,43,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,05/04/2020,Suffolk,198,35275,1586,101975
6315,05/05/2020,0.046,43,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,05/05/2020,Suffolk,268,35543,2112,104087
6316,05/05/2020,0.046,43,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,05/05/2020,Suffolk,268,35543,2112,104087
6317,05/05/2020,0.047,44,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,05/05/2020,Suffolk,268,35543,2112,104087
6318,05/06/2020,0.040999999999999995,38,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,05/06/2020,Suffolk,349,35892,2668,106755
6319,05/06/2020,0.038,35,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,05/06/2020,Suffolk,349,35892,2668,106755
6320,05/06/2020,0.039,36,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,05/06/2020,Suffolk,349,35892,2668,106755
6321,05/07/2020,0.046,43,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,05/07/2020,Suffolk,331,36223,2357,109112
6322,05/07/2020,0.047,44,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,05/07/2020,Suffolk,331,36223,2357,109112
6323,05/07/2020,0.047,44,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,05/07/2020,Suffolk,331,36223,2357,109112
6324,05/08/2020,0.038,35,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,05/08/2020,Suffolk,238,36461,2227,111339
6325,05/08/2020,0.040999999999999995,38,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,05/08/2020,Suffolk,238,36461,2227,111339
6326,05/08/2020,0.039,36,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,05/08/2020,Suffolk,238,36461,2227,111339
6327,05/09/2020,0.031,29,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,05/09/2020,Suffolk,241,36702,2556,113895
6328,05/09/2020,0.032,30,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,05/09/2020,Suffolk,241,36702,2556,113895
6329,05/09/2020,0.032,30,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,05/09/2020,Suffolk,241,36702,2556,113895
6330,05/10/2020,0.047,44,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,05/10/2020,Suffolk,209,36911,2014,115909
6331,05/10/2020,0.045,42,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,05/10/2020,Suffolk,209,36911,2014,115909
6332,05/10/2020,0.046,43,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,05/10/2020,Suffolk,209,36911,2014,115909
6333,05/11/2020,0.04,37,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,05/11/2020,Suffolk,151,37062,1964,117873
6334,05/11/2020,0.042,39,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,05/11/2020,Suffolk,151,37062,1964,117873
6335,05/11/2020,0.04,37,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,05/11/2020,Suffolk,151,37062,1964,117873
6336,05/12/2020,0.047,44,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,05/12/2020,Suffolk,243,37305,2950,120823
6337,05/12/2020,0.046,43,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,05/12/2020,Suffolk,243,37305,2950,120823
6338,05/12/2020,0.047,44,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,05/12/2020,Suffolk,243,37305,2950,120823
6339,05/13/2020,0.045,42,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,05/13/2020,Suffolk,239,37544,3229,124052
6340,05/13/2020,0.045,42,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,05/13/2020,Suffolk,239,37544,3229,124052
6341,05/13/2020,0.044000000000000004,41,HOLTSVILLE,18,75.0,Suffolk,40.82799,-73.05754,05/13/2020,Suffolk,239,37544,3229,124052
6342,05/14/2020,0.051,47,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,05/14/2020,Suffolk,175,37719,2777,126829
6343,05/14/2020,0.051,47,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,05/14/2020,Suffolk,175,37719,2777,126829
6344,05/14/2020,0.051,47,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,05/14/2020,Suffolk,175,37719,2777,126829
6345,05/15/2020,0.052000000000000005,48,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,05/15/2020,Suffolk,223,37942,3048,129877
6346,05/15/2020,0.053,49,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,05/15/2020,Suffolk,223,37942,3048,129877
6347,05/15/2020,0.053,49,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,05/15/2020,Suffolk,223,37942,3048,129877
6348,05/16/2020,0.046,43,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,05/16/2020,Suffolk,175,38117,2818,132695
6349,05/16/2020,0.043,40,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,05/16/2020,Suffolk,175,38117,2818,132695
6350,05/16/2020,0.045,42,HOLTSVILLE,17,100.0,Suffolk,40.82799,-73.05754,05/16/2020,Suffolk,175,38117,2818,132695
6351,05/17/2020,0.047,44,BABYLON,17,100.0,Suffolk,40.745290000000004,-73.41919,05/17/2020,Suffolk,107,38224,1948,134643
6352,05/17/2020,0.043,40,RIVERHEAD,17,100.0,Suffolk,40.96078,-72.71238000000001,05/17/2020,Suffolk,107,38224,1948,134643
