,Date,Daily Max 1-hour SO2 Concentration,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE,Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
1945,04/08/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,04/08/2020,Monroe,47,698,382,6253
1946,04/09/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,04/09/2020,Monroe,44,742,380,6633
1947,04/10/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,04/10/2020,Monroe,25,767,284,6917
1948,04/11/2020,0.3,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,04/11/2020,Monroe,31,798,220,7137
1949,04/12/2020,0.4,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,04/12/2020,Monroe,25,823,157,7294
1950,04/13/2020,0.2,0,ROCHESTER 2,20,83.0,Monroe,43.14618,-77.54817,04/13/2020,Monroe,27,850,304,7598
1951,04/14/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,04/14/2020,Monroe,34,884,353,7951
1952,04/15/2020,0.4,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,04/15/2020,Monroe,48,932,259,8210
1953,04/17/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,04/17/2020,Monroe,33,1008,260,8766
1954,04/18/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,04/18/2020,Monroe,24,1032,202,8968
1955,04/19/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,04/19/2020,Monroe,22,1054,188,9156
1956,04/20/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,04/20/2020,Monroe,16,1070,229,9385
1957,04/21/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,04/21/2020,Monroe,42,1112,409,9794
1958,04/22/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,04/22/2020,Monroe,40,1152,500,10294
1959,04/23/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,04/23/2020,Monroe,47,1199,470,10764
1960,04/24/2020,0.3,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,04/24/2020,Monroe,86,1285,1134,11898
1961,04/25/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,04/25/2020,Monroe,31,1316,341,12239
1962,04/26/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,04/26/2020,Monroe,15,1331,234,12473
1963,04/27/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,04/27/2020,Monroe,40,1371,543,13016
1964,04/28/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,04/28/2020,Monroe,33,1404,530,13546
1965,04/29/2020,0.3,0,ROCHESTER 2,21,88.0,Monroe,43.14618,-77.54817,04/29/2020,Monroe,37,1441,469,14015
1966,04/30/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,04/30/2020,Monroe,37,1478,579,14594
1967,05/01/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/01/2020,Monroe,56,1534,520,15114
1968,05/02/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/02/2020,Monroe,32,1566,571,15685
1969,05/03/2020,0.4,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/03/2020,Monroe,29,1595,914,16599
1970,05/04/2020,0.4,0,ROCHESTER 2,21,88.0,Monroe,43.14618,-77.54817,05/04/2020,Monroe,28,1623,721,17320
1971,05/05/2020,0.3,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/05/2020,Monroe,32,1655,842,18162
1972,05/06/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/06/2020,Monroe,33,1688,1088,19250
1973,05/07/2020,0.6,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/07/2020,Monroe,47,1735,1042,20292
1974,05/08/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/08/2020,Monroe,40,1775,1114,21406
1975,05/09/2020,0.4,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/09/2020,Monroe,46,1821,1148,22554
1976,05/10/2020,0.4,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/10/2020,Monroe,29,1850,864,23418
1977,05/11/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/11/2020,Monroe,40,1890,797,24215
1978,05/12/2020,0.4,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/12/2020,Monroe,69,1959,1423,25638
1979,05/13/2020,0.3,0,ROCHESTER 2,22,92.0,Monroe,43.14618,-77.54817,05/13/2020,Monroe,60,2019,1401,27039
1980,05/14/2020,0.3,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/14/2020,Monroe,72,2091,1332,28371
1981,05/15/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/15/2020,Monroe,101,2192,1427,29798
1982,05/16/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/16/2020,Monroe,66,2258,1508,31306
1983,05/17/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/17/2020,Monroe,45,2303,1324,32630
1984,05/18/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/18/2020,Monroe,73,2376,1304,33934
1985,05/19/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/19/2020,Monroe,89,2465,2033,35967
1986,05/20/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/20/2020,Monroe,65,2530,1852,37819
1987,05/21/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/21/2020,Monroe,71,2601,2061,39880
1988,05/22/2020,1.1,1,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/22/2020,Monroe,60,2661,1198,41078
1989,05/23/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/23/2020,Monroe,36,2697,846,41924
1990,05/24/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/24/2020,Monroe,36,2733,1729,43653
1991,05/25/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/25/2020,Monroe,29,2762,1595,45248
1992,05/26/2020,1.0,1,ROCHESTER 2,21,88.0,Monroe,43.14618,-77.54817,05/26/2020,Monroe,29,2791,1297,46545
1993,05/27/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/27/2020,Monroe,33,2824,1632,48177
1994,05/28/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/28/2020,Monroe,36,2860,1127,49304
1995,05/29/2020,0.3,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/29/2020,Monroe,49,2909,1322,50626
1996,05/30/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/30/2020,Monroe,33,2942,2828,53454
1997,05/31/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,05/31/2020,Monroe,22,2964,1994,55448
1998,06/01/2020,0.4,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,06/01/2020,Monroe,25,2989,2340,57788
1999,06/02/2020,0.3,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,06/02/2020,Monroe,59,3048,3979,61767
2000,06/03/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,06/03/2020,Monroe,33,3081,2854,64621
2001,06/04/2020,0.1,0,ROCHESTER 2,21,88.0,Monroe,43.14618,-77.54817,06/04/2020,Monroe,36,3117,2438,67059
2002,06/05/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,06/05/2020,Monroe,50,3167,4685,71744
2003,06/06/2020,1.1,1,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,06/06/2020,Monroe,23,3190,3231,74975
2004,06/07/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,06/07/2020,Monroe,13,3203,2881,77856
2005,06/08/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,06/08/2020,Monroe,40,3243,3245,81101
2006,06/09/2020,0.4,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,06/09/2020,Monroe,12,3255,2985,84086
2007,06/10/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,06/10/2020,Monroe,38,3293,2680,86766
2008,06/11/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,06/11/2020,Monroe,27,3320,3200,89966
2009,06/12/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,06/12/2020,Monroe,20,3340,2748,92714
2010,06/13/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,06/13/2020,Monroe,30,3370,3306,96020
2011,06/14/2020,0.3,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,06/14/2020,Monroe,10,3380,2541,98561
2012,06/15/2020,0.2,0,ROCHESTER 2,22,92.0,Monroe,43.14618,-77.54817,06/15/2020,Monroe,22,3402,2556,101117
2013,06/16/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,06/16/2020,Monroe,16,3418,2668,103785
2014,06/17/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,06/17/2020,Monroe,21,3439,1704,105489
2015,06/18/2020,0.6,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,06/18/2020,Monroe,22,3461,1725,107214
2016,06/19/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,06/19/2020,Monroe,26,3487,2028,109242
2017,06/20/2020,0.8,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,06/20/2020,Monroe,11,3498,2118,111360
2018,06/21/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,06/21/2020,Monroe,14,3512,1708,113068
2019,06/22/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,06/22/2020,Monroe,28,3540,2314,115382
2020,06/23/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,06/23/2020,Monroe,27,3567,1882,117264
2021,06/24/2020,0.0,0,ROCHESTER 2,21,88.0,Monroe,43.14618,-77.54817,06/24/2020,Monroe,35,3602,2174,119438
2022,06/25/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,06/25/2020,Monroe,39,3641,2194,121632
2023,06/26/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,06/26/2020,Monroe,35,3676,2250,123882
2024,06/27/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,06/27/2020,Monroe,14,3690,2107,125989
2025,06/28/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,06/28/2020,Monroe,19,3709,2132,128121
2026,06/29/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,06/29/2020,Monroe,33,3742,2744,130865
2027,06/30/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,06/30/2020,Monroe,38,3780,2184,133049
2028,07/01/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/01/2020,Monroe,53,3833,2715,135764
2029,07/02/2020,0.5,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/02/2020,Monroe,52,3885,2605,138369
2030,07/03/2020,1.2,1,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/03/2020,Monroe,37,3922,4769,143138
2031,07/04/2020,0.5,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/04/2020,Monroe,31,3953,2830,145968
2032,07/05/2020,0.6,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/05/2020,Monroe,21,3974,1765,147733
2033,07/06/2020,0.3,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/06/2020,Monroe,30,4004,2481,150214
2034,07/07/2020,0.9,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/07/2020,Monroe,42,4046,2511,152725
2035,07/08/2020,0.7,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/08/2020,Monroe,28,4074,2744,155469
2036,07/09/2020,0.4,0,ROCHESTER 2,18,75.0,Monroe,43.14618,-77.54817,07/09/2020,Monroe,46,4120,2501,157970
2037,07/10/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/10/2020,Monroe,33,4153,2660,160630
2038,07/11/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/11/2020,Monroe,24,4177,2666,163296
2039,07/12/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/12/2020,Monroe,23,4200,2037,165333
2040,07/13/2020,0.4,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/13/2020,Monroe,47,4247,3260,168593
2041,07/14/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/14/2020,Monroe,34,4281,2854,171447
2042,07/15/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/15/2020,Monroe,36,4317,3270,174717
2043,07/16/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/16/2020,Monroe,36,4353,3172,177889
2044,07/17/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/17/2020,Monroe,30,4383,3061,180950
2045,07/18/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/18/2020,Monroe,18,4401,1762,182712
2046,07/19/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/19/2020,Monroe,21,4422,2383,185095
2047,07/20/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/20/2020,Monroe,30,4452,3247,188342
2048,07/21/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/21/2020,Monroe,40,4492,2772,191114
2049,07/22/2020,0.0,0,ROCHESTER 2,21,88.0,Monroe,43.14618,-77.54817,07/22/2020,Monroe,19,4511,2471,193585
2050,07/23/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/23/2020,Monroe,26,4537,3625,197210
2051,07/24/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/24/2020,Monroe,32,4569,2654,199864
2052,07/25/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/25/2020,Monroe,22,4591,2611,202475
2053,07/26/2020,0.4,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/26/2020,Monroe,29,4620,2887,205362
2054,07/27/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/27/2020,Monroe,12,4632,3058,208420
2055,07/28/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/28/2020,Monroe,24,4656,3644,212064
2056,07/29/2020,0.4,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/29/2020,Monroe,21,4677,2914,214978
2057,07/30/2020,0.1,0,ROCHESTER 2,21,88.0,Monroe,43.14618,-77.54817,07/30/2020,Monroe,33,4710,3785,218763
2058,07/31/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,07/31/2020,Monroe,32,4742,2971,221734
2059,08/01/2020,1.9,1,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/01/2020,Monroe,26,4768,2679,224413
2060,08/02/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/02/2020,Monroe,22,4790,2384,226797
2061,08/03/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/03/2020,Monroe,31,4821,2308,229105
2062,08/04/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/04/2020,Monroe,20,4841,3199,232304
2063,08/05/2020,0.3,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/05/2020,Monroe,27,4868,3627,235931
2064,08/06/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/06/2020,Monroe,33,4901,3410,239341
2065,08/07/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/07/2020,Monroe,21,4922,2608,241949
2066,08/08/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/08/2020,Monroe,34,4956,3016,244965
2067,08/09/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/09/2020,Monroe,20,4976,2581,247546
2068,08/10/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/10/2020,Monroe,26,5002,3833,251379
2069,08/11/2020,1.2,1,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/11/2020,Monroe,33,5035,4321,255700
2070,08/12/2020,0.3,0,ROCHESTER 2,21,88.0,Monroe,43.14618,-77.54817,08/12/2020,Monroe,44,5079,5806,261506
2071,08/13/2020,0.6,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/13/2020,Monroe,43,5122,4457,265963
2072,08/14/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/14/2020,Monroe,21,5143,4144,270107
2073,08/15/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/15/2020,Monroe,22,5165,3599,273706
2074,08/16/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/16/2020,Monroe,18,5183,2882,276588
2075,08/17/2020,0.6,0,ROCHESTER 2,23,96.0,Monroe,43.14618,-77.54817,08/17/2020,Monroe,30,5213,3645,280233
2076,08/18/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/18/2020,Monroe,28,5241,3503,283736
2077,08/19/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/19/2020,Monroe,15,5256,2807,286543
2078,08/20/2020,0.5,0,ROCHESTER 2,22,92.0,Monroe,43.14618,-77.54817,08/20/2020,Monroe,17,5273,4549,291092
2079,08/21/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/21/2020,Monroe,24,5297,3649,294741
2080,08/22/2020,1.1,1,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/22/2020,Monroe,20,5317,3748,298489
2081,08/23/2020,0.9,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/23/2020,Monroe,13,5330,3752,302241
2082,08/24/2020,0.9,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/24/2020,Monroe,18,5348,2776,305017
2083,08/25/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/25/2020,Monroe,16,5364,3000,308017
2084,08/26/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/26/2020,Monroe,21,5385,2660,310677
2085,08/27/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/27/2020,Monroe,13,5398,3205,313882
2086,08/28/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/28/2020,Monroe,24,5422,3274,317156
2087,08/29/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/29/2020,Monroe,21,5443,3244,320400
2088,08/30/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/30/2020,Monroe,9,5452,2301,322701
2089,08/31/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,08/31/2020,Monroe,10,5462,2325,325026
2090,09/01/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,09/01/2020,Monroe,6,5468,2483,327509
2091,09/02/2020,0.1,0,ROCHESTER 2,21,88.0,Monroe,43.14618,-77.54817,09/02/2020,Monroe,34,5502,3345,330854
2092,09/03/2020,0.4,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,09/03/2020,Monroe,27,5529,3118,333972
2093,09/04/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,09/04/2020,Monroe,22,5551,3310,337282
2094,09/05/2020,0.5,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,09/05/2020,Monroe,21,5572,3245,340527
2095,09/06/2020,0.3,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,09/06/2020,Monroe,13,5585,2535,343062
2096,09/07/2020,0.3,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,09/07/2020,Monroe,17,5602,2068,345130
2097,09/08/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,09/08/2020,Monroe,13,5615,2543,347673
2098,09/09/2020,0.4,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,09/09/2020,Monroe,33,5648,2860,350533
2099,09/10/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,09/10/2020,Monroe,28,5676,1976,352509
2100,09/11/2020,0.1,0,ROCHESTER 2,21,88.0,Monroe,43.14618,-77.54817,09/11/2020,Monroe,36,5712,3722,356231
2101,09/12/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,09/12/2020,Monroe,15,5727,2553,358784
2102,09/13/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,09/13/2020,Monroe,37,5764,3760,362544
2103,09/14/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,09/14/2020,Monroe,29,5793,2933,365477
2104,09/15/2020,0.4,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,09/15/2020,Monroe,16,5809,2678,368155
2105,09/16/2020,0.6,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,09/16/2020,Monroe,30,5839,3927,372082
2106,09/17/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,09/17/2020,Monroe,18,5857,3330,375412
2107,09/18/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,09/18/2020,Monroe,19,5876,4380,379792
2108,09/19/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,09/19/2020,Monroe,18,5894,3621,383413
2109,09/20/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,09/20/2020,Monroe,17,5911,1855,385268
2110,09/21/2020,2.4,3,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,09/21/2020,Monroe,14,5925,3498,388766
2111,09/22/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,09/22/2020,Monroe,15,5940,2959,391725
2112,09/23/2020,0.5,0,ROCHESTER 2,21,88.0,Monroe,43.14618,-77.54817,09/23/2020,Monroe,30,5970,3426,395151
2113,09/24/2020,0.4,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,09/24/2020,Monroe,15,5985,3473,398624
2114,09/25/2020,0.6,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,09/25/2020,Monroe,17,6002,4000,402624
2115,09/26/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,09/26/2020,Monroe,24,6026,3194,405818
2116,09/27/2020,0.1,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,09/27/2020,Monroe,19,6045,2246,408064
2117,09/28/2020,0.2,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,09/28/2020,Monroe,29,6074,2901,410965
2118,09/29/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,09/29/2020,Monroe,11,6085,4323,415288
2119,09/30/2020,0.0,0,ROCHESTER 2,24,100.0,Monroe,43.14618,-77.54817,09/30/2020,Monroe,36,6121,4670,419958
2120,03/01/2020,1.1,1,EISENHOWER PARK,24,100.0,Nassau,40.743159999999996,-73.58549000000001,03/01/2020,Nassau,0,0,0,0
2121,03/02/2020,1.5,1,EISENHOWER PARK,21,88.0,Nassau,40.743159999999996,-73.58549000000001,03/02/2020,Nassau,0,0,0,0
2122,03/03/2020,0.8,0,EISENHOWER PARK,24,100.0,Nassau,40.743159999999996,-73.58549000000001,03/03/2020,Nassau,0,0,0,0
2123,03/04/2020,0.3,0,EISENHOWER PARK,24,100.0,Nassau,40.743159999999996,-73.58549000000001,03/04/2020,Nassau,0,0,0,0
2124,03/05/2020,0.4,0,EISENHOWER PARK,24,100.0,Nassau,40.743159999999996,-73.58549000000001,03/05/2020,Nassau,1,1,1,1
2125,03/06/2020,2.9,3,EISENHOWER PARK,24,100.0,Nassau,40.743159999999996,-73.58549000000001,03/06/2020,Nassau,3,4,10,11
2126,03/07/2020,0.3,0,EISENHOWER PARK,24,100.0,Nassau,40.743159999999996,-73.58549000000001,03/07/2020,Nassau,2,6,5,16
2127,03/08/2020,1.0,1,EISENHOWER PARK,24,100.0,Nassau,40.743159999999996,-73.58549000000001,03/08/2020,Nassau,4,10,11,27
2128,03/09/2020,1.5,1,EISENHOWER PARK,21,88.0,Nassau,40.743159999999996,-73.58549000000001,03/09/2020,Nassau,4,14,15,42
2129,03/10/2020,0.6,0,EISENHOWER PARK,24,100.0,Nassau,40.743159999999996,-73.58549000000001,03/10/2020,Nassau,6,20,22,64
2130,03/11/2020,0.3,0,EISENHOWER PARK,24,100.0,Nassau,40.743159999999996,-73.58549000000001,03/11/2020,Nassau,11,31,58,122
2131,03/12/2020,1.0,1,EISENHOWER PARK,24,100.0,Nassau,40.743159999999996,-73.58549000000001,03/12/2020,Nassau,14,45,86,208
2132,03/13/2020,0.3,0,EISENHOWER PARK,24,100.0,Nassau,40.743159999999996,-73.58549000000001,03/13/2020,Nassau,19,64,100,308
2133,03/14/2020,0.2,0,EISENHOWER PARK,24,100.0,Nassau,40.743159999999996,-73.58549000000001,03/14/2020,Nassau,20,84,82,390
2134,03/15/2020,0.3,0,EISENHOWER PARK,24,100.0,Nassau,40.743159999999996,-73.58549000000001,03/15/2020,Nassau,23,107,109,499
2135,03/16/2020,1.1,1,EISENHOWER PARK,24,100.0,Nassau,40.743159999999996,-73.58549000000001,03/16/2020,Nassau,24,131,112,611
2136,03/17/2020,0.3,0,EISENHOWER PARK,24,100.0,Nassau,40.743159999999996,-73.58549000000001,03/17/2020,Nassau,52,183,218,829
2137,03/18/2020,0.6,0,EISENHOWER PARK,24,100.0,Nassau,40.743159999999996,-73.58549000000001,03/18/2020,Nassau,186,369,632,1461
2138,03/19/2020,8.1,11,EISENHOWER PARK,24,100.0,Nassau,40.743159999999996,-73.58549000000001,03/19/2020,Nassau,385,754,1036,2497
